book_id,discipline,title,family,feature_id,feature_label,count,rate_per_10k_words,segment_coverage_pct,dispersion_evenness
IR_Dunne,International Relations,International Relations Theories: Discipline and Diversity,grammar,concessive_clause,Concessive clauses,2,20.08,40.0,0.3876
IR_Dunne,International Relations,International Relations Theories: Discipline and Diversity,grammar,causal_clause,Causal and result clauses,4,40.161,40.0,0.3876
IR_Dunne,International Relations,International Relations Theories: Discipline and Diversity,grammar,relative_clause_candidate,Relative-clause candidates,21,210.843,100.0,0.7818
IR_Dunne,International Relations,International Relations Theories: Discipline and Diversity,grammar,that_complement_candidate,That-clause candidates,2,20.08,20.0,0.0
IR_Dunne,International Relations,International Relations Theories: Discipline and Diversity,grammar,to_infinitive,To-infinitive constructions,38,381.526,100.0,0.716
IR_Dunne,International Relations,International Relations Theories: Discipline and Diversity,grammar,ing_form_candidate,-ing form candidates,20,200.803,100.0,0.8064
IR_Dunne,International Relations,International Relations Theories: Discipline and Diversity,grammar,existential_there,Existential there,0,0.0,0.0,0.0
IR_Dunne,International Relations,International Relations Theories: Discipline and Diversity,grammar,extraposition_it,Extraposition with it,1,10.04,20.0,0.0
IR_Dunne,International Relations,International Relations Theories: Discipline and Diversity,grammar,negation,Negation,10,100.402,100.0,0.7261
IR_Dunne,International Relations,International Relations Theories: Discipline and Diversity,grammar,interrogative,Interrogatives,0,0.0,0.0,0.0
IR_Dunne,International Relations,International Relations Theories: Discipline and Diversity,grammar,nominalisation_candidate,Nominalisation candidates,62,622.49,100.0,0.7494
IR_Dunne,International Relations,International Relations Theories: Discipline and Diversity,grammar,coordination,Coordination,38,381.526,100.0,0.7316
IR_Dunne,International Relations,International Relations Theories: Discipline and Diversity,grammar,endophoric_reference,Endophoric and cross-reference forms,1,10.04,20.0,0.0
IR_Dunne,International Relations,International Relations Theories: Discipline and Diversity,grammar,reader_reference,Reader reference,3,30.12,40.0,0.3333
IR_Blanton,International Relations,World Politics: Trend and Transformation,function,meaning_access,Access to disciplinary meanings,0,0.0,0.0,0.0
IR_Blanton,International Relations,World Politics: Trend and Transformation,function,orientation,Orientation and navigation,0,0.0,0.0,0.0
IR_Blanton,International Relations,World Politics: Trend and Transformation,function,rhetorical_relation,Rhetorical relations and importance,2,20.141,40.0,0.3876
IR_Blanton,International Relations,World Politics: Trend and Transformation,function,background_knowledge,Background knowledge support,0,0.0,0.0,0.0
IR_Blanton,International Relations,World Politics: Trend and Transformation,function,conceptual_continuity,Conceptual continuity,0,0.0,0.0,0.0
IR_Blanton,International Relations,World Politics: Trend and Transformation,function,reader_engagement,Reader engagement and self-monitoring,0,0.0,0.0,0.0
IR_Blanton,International Relations,World Politics: Trend and Transformation,function,multimodal_scaffolding,Multimodal and numeric scaffolding,0,0.0,0.0,0.0
IR_Blanton,International Relations,World Politics: Trend and Transformation,grammar,modal_auxiliary,Modal auxiliaries,9,90.634,60.0,0.3814
IR_Blanton,International Relations,World Politics: Trend and Transformation,grammar,epistemic_hedge,Epistemic hedges,1,10.07,20.0,0.0
IR_Blanton,International Relations,World Politics: Trend and Transformation,grammar,booster,Boosters and emphasis,1,10.07,20.0,0.0
IR_Blanton,International Relations,World Politics: Trend and Transformation,grammar,passive_candidate,Passive candidates,7,70.493,80.0,0.6358
IR_Blanton,International Relations,World Politics: Trend and Transformation,grammar,conditional_clause,Conditional clauses,3,30.211,60.0,0.5918
IR_Blanton,International Relations,World Politics: Trend and Transformation,grammar,concessive_clause,Concessive clauses,0,0.0,0.0,0.0
IR_Blanton,International Relations,World Politics: Trend and Transformation,grammar,causal_clause,Causal and result clauses,3,30.211,40.0,0.3333
IR_Blanton,International Relations,World Politics: Trend and Transformation,grammar,relative_clause_candidate,Relative-clause candidates,16,161.128,100.0,0.75
IR_Blanton,International Relations,World Politics: Trend and Transformation,grammar,that_complement_candidate,That-clause candidates,0,0.0,0.0,0.0
IR_Blanton,International Relations,World Politics: Trend and Transformation,grammar,to_infinitive,To-infinitive constructions,23,231.621,100.0,0.8526
IR_Blanton,International Relations,World Politics: Trend and Transformation,grammar,ing_form_candidate,-ing form candidates,24,241.692,100.0,0.8785
IR_Blanton,International Relations,World Politics: Trend and Transformation,grammar,existential_there,Existential there,1,10.07,20.0,0.0
IR_Blanton,International Relations,World Politics: Trend and Transformation,grammar,extraposition_it,Extraposition with it,0,0.0,0.0,0.0
IR_Blanton,International Relations,World Politics: Trend and Transformation,grammar,negation,Negation,8,80.564,80.0,0.75
IR_Blanton,International Relations,World Politics: Trend and Transformation,grammar,interrogative,Interrogatives,2,20.141,40.0,0.3876
IR_Blanton,International Relations,World Politics: Trend and Transformation,grammar,nominalisation_candidate,Nominalisation candidates,65,654.582,100.0,0.8297
IR_Blanton,International Relations,World Politics: Trend and Transformation,grammar,coordination,Coordination,37,372.608,100.0,0.696
IR_Blanton,International Relations,World Politics: Trend and Transformation,grammar,endophoric_reference,Endophoric and cross-reference forms,4,40.282,40.0,0.3876
IR_Blanton,International Relations,World Politics: Trend and Transformation,grammar,reader_reference,Reader reference,0,0.0,0.0,0.0
